image_id,image_path,device_type,quality_tags,field_count,wrong_field_count,avg_confidence,max_review_score,image_is_correct,review_priority
ENG-0211,data/images/ENG-0211.jpg,混合作业牌,,6,0,0.9188166666666667,0,True,低
ENG-0212,data/images/ENG-0212.jpg,混合作业牌,blur,6,0,0.92555,0,True,低
ENG-0213,data/images/ENG-0213.jpg,桥吊,small_font,6,2,0.7094833333333334,100,False,高
ENG-0214,data/images/ENG-0214.jpg,龙门吊,blur,6,0,0.9285333333333333,0,True,低
ENG-0215,data/images/ENG-0215.jpg,混合作业牌,complex_bg|compression,6,1,0.8743166666666666,67,False,中
ENG-0216,data/images/ENG-0216.jpg,混合作业牌,occlusion|noise,6,0,0.9398666666666666,8,True,低
ENG-0217,data/images/ENG-0217.jpg,龙门吊,tilt,6,1,0.8429833333333333,85,False,高
ENG-0218,data/images/ENG-0218.jpg,混合作业牌,blur|compression,6,2,0.8385833333333333,82,False,高
ENG-0219,data/images/ENG-0219.jpg,龙门吊,small_font,6,1,0.8419,75,False,高
ENG-0220,data/images/ENG-0220.jpg,龙门吊,compression,6,1,0.8392333333333334,85,False,高
ENG-0221,data/images/ENG-0221.jpg,龙门吊,tilt|complex_bg,6,1,0.8271166666666666,85,False,高
ENG-0222,data/images/ENG-0222.jpg,堆场口,,6,1,0.7911,85,False,高
ENG-0223,data/images/ENG-0223.jpg,桥吊,compression|noise,6,1,0.8216833333333334,85,False,高
ENG-0224,data/images/ENG-0224.jpg,堆场口,,6,0,0.9339,0,True,低
ENG-0225,data/images/ENG-0225.jpg,混合作业牌,,6,0,0.9150999999999999,0,True,低
ENG-0226,data/images/ENG-0226.jpg,桥吊,small_font|blur,6,2,0.8283166666666667,100,False,高
ENG-0227,data/images/ENG-0227.jpg,堆场口,compression|blur,6,0,0.9170833333333334,0,True,低
ENG-0228,data/images/ENG-0228.jpg,堆场口,compression,6,1,0.8934666666666667,57,False,中
ENG-0229,data/images/ENG-0229.jpg,混合作业牌,occlusion,6,1,0.8168833333333333,93,False,高
ENG-0230,data/images/ENG-0230.jpg,桥吊,tilt|complex_bg,6,4,0.6602333333333333,100,False,高
ENG-0231,data/images/ENG-0231.jpg,堆场口,,6,1,0.8446666666666666,85,False,高
ENG-0232,data/images/ENG-0232.jpg,堆场口,complex_bg|blur|small_font,6,1,0.8001333333333333,85,False,高
ENG-0233,data/images/ENG-0233.jpg,桥吊,occlusion|blur,6,2,0.6856,100,False,高
ENG-0234,data/images/ENG-0234.jpg,混合作业牌,small_font|complex_bg|noise,6,2,0.7711166666666668,100,False,高
ENG-0235,data/images/ENG-0235.jpg,桥吊,small_font,6,0,0.9456333333333333,0,True,低
ENG-0236,data/images/ENG-0236.jpg,龙门吊,small_font|blur|compression,6,3,0.7252333333333333,100,False,高
ENG-0237,data/images/ENG-0237.jpg,桥吊,low_light,6,1,0.8477666666666667,83,False,高
ENG-0238,data/images/ENG-0238.jpg,混合作业牌,complex_bg|small_font,6,0,0.9668,0,True,低
ENG-0239,data/images/ENG-0239.jpg,桥吊,,6,0,0.9304333333333333,0,True,低
ENG-0240,data/images/ENG-0240.jpg,混合作业牌,compression|blur,6,3,0.6415166666666666,100,False,高
ENG-0241,data/images/ENG-0241.jpg,龙门吊,complex_bg,6,1,0.8495666666666667,75,False,高
ENG-0242,data/images/ENG-0242.jpg,堆场口,,6,0,0.8977833333333334,0,True,低
ENG-0243,data/images/ENG-0243.jpg,混合作业牌,noise,6,1,0.8279833333333334,85,False,高
ENG-0244,data/images/ENG-0244.jpg,混合作业牌,tilt|compression,6,1,0.8734666666666667,85,False,高
ENG-0245,data/images/ENG-0245.jpg,混合作业牌,low_light,6,0,0.9166166666666666,8,True,低
ENG-0246,data/images/ENG-0246.jpg,混合作业牌,noise,6,1,0.8676,75,False,高
ENG-0247,data/images/ENG-0247.jpg,桥吊,blur,6,0,0.9342833333333332,0,True,低
ENG-0248,data/images/ENG-0248.jpg,桥吊,compression|complex_bg,6,0,0.9238666666666666,0,True,低
ENG-0249,data/images/ENG-0249.jpg,桥吊,small_font|compression,6,1,0.8534333333333333,75,False,高
ENG-0250,data/images/ENG-0250.jpg,堆场口,small_font|low_light,6,3,0.6367333333333334,100,False,高
ENG-0251,data/images/ENG-0251.jpg,龙门吊,complex_bg|occlusion,6,1,0.8038333333333334,71,False,高
ENG-0252,data/images/ENG-0252.jpg,桥吊,small_font|occlusion,6,1,0.7997,93,False,高
ENG-0253,data/images/ENG-0253.jpg,混合作业牌,complex_bg,6,0,0.9301666666666666,0,True,低
ENG-0254,data/images/ENG-0254.jpg,龙门吊,compression,6,2,0.7437833333333334,100,False,高
ENG-0255,data/images/ENG-0255.jpg,桥吊,occlusion,6,1,0.8128000000000001,71,False,高
ENG-0256,data/images/ENG-0256.jpg,龙门吊,small_font,6,0,0.9266833333333334,0,True,低
ENG-0257,data/images/ENG-0257.jpg,龙门吊,compression,6,0,0.93765,0,True,低
ENG-0258,data/images/ENG-0258.jpg,桥吊,tilt,6,0,0.9130333333333334,0,True,低
ENG-0259,data/images/ENG-0259.jpg,混合作业牌,low_light,6,0,0.9296333333333333,8,True,低
ENG-0260,data/images/ENG-0260.jpg,混合作业牌,,6,1,0.8187333333333333,63,False,中
ENG-0261,data/images/ENG-0261.jpg,龙门吊,low_light|occlusion,6,0,0.9117500000000001,8,True,低
ENG-0262,data/images/ENG-0262.jpg,龙门吊,,6,0,0.9098166666666666,0,True,低
ENG-0263,data/images/ENG-0263.jpg,桥吊,small_font|occlusion,6,1,0.8161,71,False,高
ENG-0264,data/images/ENG-0264.jpg,龙门吊,occlusion|blur,6,1,0.8991666666666666,71,False,高
ENG-0265,data/images/ENG-0265.jpg,桥吊,compression,6,1,0.9092333333333333,67,False,中
ENG-0266,data/images/ENG-0266.jpg,桥吊,,6,1,0.80165,85,False,高
ENG-0267,data/images/ENG-0267.jpg,堆场口,,6,1,0.8711666666666668,67,False,中
ENG-0268,data/images/ENG-0268.jpg,桥吊,blur,6,0,0.9418833333333333,0,True,低
ENG-0269,data/images/ENG-0269.jpg,堆场口,occlusion|low_light,6,0,0.9178833333333333,8,True,低
ENG-0270,data/images/ENG-0270.jpg,堆场口,complex_bg|occlusion,6,0,0.9251,8,True,低
ENG-0271,data/images/ENG-0271.jpg,混合作业牌,small_font,6,1,0.8825500000000001,67,False,中
ENG-0272,data/images/ENG-0272.jpg,堆场口,blur,6,0,0.91175,0,True,低
